row,pdf_page,source_text
3437,176,"THE ART OF METAL      Malcolm Dome /          MBI Publishing Co.        Title 15, Section
                      Martin Popoff                                     3006(c)(17) – frontal
                                                                        nudity"
3438,177,"THE ART OF PAINTED     Chris Lawrence, Silvia   Dynamite                 Title 15, Section
COMICS (2016)          Califano and Alex Ross   Entertainment            3006(c)(16) – sexually
                                                                         explicit images"
3439,177,"THE ART OF PELAEZ      Pelaez                   SQP Inc.                 Title 15, Section
(2006)                                                                   3006(c)(16) – sexually
                                                                         explicit images"
3440,177,"THE ART OF PETE        Pete Tapang              SQP                      Title 15, Section
TAPANG, THE DEVIL                                                        3006(c)(17) – frontal
YOU KNOW (2013)                                                          nudity"
3441,177,"THE ART OF                                      SQP, Inc.                Title 15, Section
PINTURERO                                                                3006(c)(17) – frontal
                                                                         nudity"
3442,177,"THE ART OF ROCA:       SQP                      SQP, Inc.                Title 15, Section
VOLUME ONE                                                               3006(c)(17) – frontal
                                                                         nudity"
3443,177,"THE ART OF             Robert Greene            Penguin Random           Title 15, Section
SEDUCTION (2002)                                House LLC                3006(d) – presents a
                                                                         serious threat to facility
                                                                         security or the safety of
                                                                         incarcerated"
3444,177,"THE ART OF             Robert Greene            SuperSummary             Title 15, Section
SEDUCTION (2003)                                                         3006(d) – presents a
                                                                         serious threat to facility
                                                                         security or the safety of
                                                                         incarcerated"
3445,177,"THE ART OF SEXUAL      BBPD                                              Title 15, Section
ECSTACY                                                                  3006(c)(17) – frontal
                                                                         nudity"
3446,177,"THE ART OF             Dr. Julia Sarno          Dr. Julia Sarno          Title 15, Section
SEXUALITY, LEARN                                                         3006(c)(15)(A) – lacks
THE CODE TO OPEN                                                         serious literary, artistic,
THE SAFE, BY DR.                                                         political or scientiﬁc
JULIA SARNO (2024)                                                       value"
3447,177,"THE ART OF SEXY BY     ShowGirlzExclusive.co    Cummings Media           Title 15, Section
SHOW                   m                                                 3006(c)(17) – frontal
                                                                         nudity"
3448,177,"THE ART OF SHAOLIN     Wong Kiew Kit            Tuttle Publishing        Title 15, Section
KUNG FU                                                                  3006(d) – presents a
                                                                         serious threat to facility
                                                                         security or the safety of
                                                                         incarcerated persons
                                                                         and staff"
3449,177,"THE ART OF SIN CITY    Frank Miller             Dark Horse Books         Title 15, Section
                                                                         3006(c)(17) – frontal
                                                                         nudity"
3450,177,"THE ART OF SOCIAL      Cesar Bravo and          Packet Publishing Ltd.   Title 15, Section
ENGINEERING,           Desilda Toska                                     3006(d) – presents a
UNCOVER THE                                                              serious threat to facility
SECRETS BEHIND THE                                                       security or the safety of
HUMAN DYNAMICS IN                                                        incarcerated
CYBERSECURITY
(2020)"
3451,177,"THE ART OF STEPHEN     Stephen Hickman          Titan Books              Title 15, Section
HICKMAN, EMPYREAN                                                        3006(c)(15)(A) – lacks
                                                                         serious literary, artistic,
                                                                         political or scientiﬁc
                                                                         value"
3452,177,"THE ART OF THE         Scott Grimando           SQP, Inc.                Title 15, Section
MYTHICAL WOMEN:                                                          3006(c)(15)(A) – lacks
LUCID DREAMS                                                             serious literary, artistic,"
3453,177,"THE ART OF THE PIMP,   Dennis Hof               Regan Arts               Title 15, Section
ONE MAN’S SEARCH                                                         3006(c)(17) – frontal
FO LOVE, SEX AND                                                         nudity
MONEY"
3454,177,"THE ART OF THE         Joel D. Block            Quayside Publishing      Title 15, Section
QUICKIE                                                                  3006(c)(17) – frontal
                                                                         nudity"
3455,177,"THE ART OF WAR: A      Greg Langohr             Greg Langohr             Title 15, Section
MEMOIR OF LIFE IN                               Publishing Solo          3006(d) – presents a
PRISON WITH MAFIA,                                                       serious threat to facility
SERIAL KILLERS AND                                                       security or the safety of
SEX OFFENDERS WHO                                                        incarcerated persons
GET STABBED, LIFE IN                                                     and staff
LOCKDOWN #3"
3456,177,"THE ASHES & THE        Carissa Broadbent        Bramble Books/Tor        Title 15, Section
STAR-CURSED KING,                               Publishing               3006(c)(15)(A) – lacks
CROWNS OF NYAXIA 2                                                       serious literary, artistic,
(2023)                                                                   political or scientiﬁc
                                                                         value"
3457,177,"THE AUTOBIOGRAPHY      Mint Editions            Mint Editions            Title 15, Section
OF A FLEA                                                                3006(c)(15)(A) – lacks
                                                                         serious literary, artistic,
                                                                    political or scientiﬁc
                                                                    value"
3458,178,"THE AWESOME GUIDE     Jason Ellis           HarperCollins           Title 15, Section
TO LIFE (2014)                              Publishers              3006(c)(15)(A) – lacks
                                                                    serious literary, artistic,
                                                                    political or scientiﬁc
                                                                    value"
3459,178,"THE BABY JESUS BUTT   Carlton Mellick III   Avant Punk Books        Title 15, Section
PLUG                                                                3006(c)(15)(A) – lacks
                                                                    serious literary, artistic,
                                                                    political or scientiﬁc
                                                                    value"
3460,178,"THE                                         Backwoodsman            Title 15, Section
BACKWOODSMAN,                               Magazine                3006(c)(8) – a
MAY-JUNE 2021,                                                      description of the
VOLUME 42, ISSUE 3                                                  making of any weapon,
                                                                    explosive, poison or
                                                                    destructive device"
3461,178,"THE                                         The Backwoodsman        Title 15, Section
BACKWOODSMAN,                               Magazine                3006(d) – presents a
MAY-JUNE 2022,                                                      serious threat to facility
VOLUME 43, NUMBER                                                   security or the safety of
3                                                                   incarcerated persons
                                                                    and staff"
3462,178,"THE                                         Backwoodsman            Title 15, Section
BACKWOODSMAN,                               Magazine                3006(d) – presents a
NOVEMBER-                                                           serious threat to facility
DECEMBER 2021,                                                      security or the safety of
VOLUME 42, NUMBER                                                   incarcerated persons
6                                                                   and staff"
3463,178,"THE                                         Backwoodsman            Title 15, Section
BACKWOODSMAN,                                                       3006(c)(1) – violence
SEPTEMBER-OCTOBER                                                   or physical harm
2021, VOLUME 42"
3464,178,"THE BARE-KNUCKLE      David                                         Title 15, Section
BOXER’S COMPANION:    Lindholm/Paladin                              3006(d) – presents a
LEARNING HOW TO       Enterprises, Inc.                             serious threat to facility
HIT HARD AND TRAIN                                                  security or the safety of
TOUGH FROM THE                                                      incarcerated persons
EARLY BOXING                                                        and staff
MASTERS"
3465,178,"THE BASEMENT          RJ Parker             RJ Parker Publishing    Title 15, Section
                                                                    3006(c)(15)(C)(5) –
                                                                    conduct which is or
                                                                    appears to be forceful,
                                                                    threatening or violent"
3466,178,"THE BASIC             Maurice Vasquez       The Cell Block/         Title 15, Section
FUNDAMENTALS OF                             Maurice “Mac Bas”       3006(c)(19) – STG
THE GAME                                    Vasquez                 members or associates"
3467,178,"THE BEAUTY, VOLUME    Jeremy Haun           imagecomics.com         Title 15, Section
1                                                                   3006(c)(17) – frontal
                                                                    nudity"
3468,178,"THE BEAUTY, VOLUME    Jeremy Haun           imagecomics.com         Title 15, Section
2                                                                   3006(c)(17) – frontal
                                                                    nudity"
3469,178,"THE BEDWETTER         Sarah Silverman       Harper Collins          Title 15, Section
                                            Publishers              3006(c)(17) – frontal"
3470,178,"THE BEST OF THE       Field & Stream        Weldon Owen, Inc.       Title 15, Section
TOTAL                                                               3006(d) – presents a
OUTDOORSMAN                                                         serious threat to facility
                                                                    security or the safety of
                                                                    incarcerated persons
                                                                    and staff"
3471,178,"THE BEST ORAL SEX     Yvonne K. Fulbright   Yvonne K. Fulbright     Title 15, Section
EVER, HIS GUIDE TO                                                  3006(c)(15)(A) – lacks
GOING DOWN                                                          serious literary, artistic,
                                                                    political or scientiﬁc
                                                                    value"
3472,178,"THE BETTER MAN        Bill Phillips         Men’s Health Customer   Title 15, Section
PROJECT                                     Service                 3006(c)(15)(A) – lacks
                                                                    serious literary, artistic,
                                                                    political or scientiﬁc
                                                                    value"
3473,178,"THE BIBLE OF DARK     Halbert Ward          Independently           Title 15, Section
PSYCHOLOGY (2024)                           Published               3006(d) – presents a
                                                                    serious threat to facility
                                                                    security or the safety of
                                                                    incarcerated"
3474,178,"THE BIG BOOK OF       Watson-Guptill                                Title 15, Section
DRAWING                                                             3006(c)(17) – frontal
                                                                    nudity"
3475,178,"THE BIG BOOK OF THE   Gabriel M. Roig       Barron’s Educational    Title 15, Section
HUMAN FIGURE                                Series, Inc.            3006(c)(17) – frontal
                                                                    nudity"
3476,179,"THE BIOGRAPHY OF      Mark Sullivan            Mark Sullivan            Title 15, Section
TED BUNDY                                                               3006(c)(15)(C)(5) –
                                                                        conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
3477,179,"THE BLACK BOOK,       Doll                                              Title 15, Section
VOL. 2                                                                  3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
3478,179,"THE BLACK BOOK,       Doll                     Doll                     Title 15, Section
VOLUME 1                                                                3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
3479,179,"THE BLACK HAND        Chris Blatchford         Harper Collins           Title 15, Section
                                               Publisher                3006(d) – presents a
                                                                        serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated persons
                                                                        and staff"
3480,179,"THE BLACK SCIENCE,    Dr. Haha Lung and        Paladin Press            Title 15, Section
ANCIENT AND           Christopher B. Prowant                            3006(d) – presents a
MODERN TECHNIQUES                                                       serious threat to facility
OF NINJA MIND                                                           security or the safety of
MANIPULATION (2001)                                                     incarcerated"
3481,179,"THE BLIND MAN OF      Robert Wilson            Harcourt Publishers      Title 15, Section
SEVILLE (2004)                                                          3006(c)(1) – violence
                                                                        or physical harm"
3482,179,"THE BODY COUNT        Lawless                  Lulu Press, Inc.         Title 15, Section
(2017)                                                                  3006(c)(1) – violence
                                                                        or physical harm"
3483,179,"THE BODY FAMILY       Hope Wabuke              Haymarket Books          Title 15, Section
(2022)                                                                  3006(c)(1) – violence
                                                                        or physical harm"
3484,179,"THE BOOK OF FIVE      Miyamoto Musashi         Shambhala                Title 15, Section
RINGS (1993)                                   Publications, Inc.       3006(d) – presents a
                                                                        serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated"
3485,179,"THE BOOK OF           Lucinda Lidell           Fireside-Rockefeller     Title 15, Section
MASSAGE: THE                                   Center                   3006(c)(17) – frontal
COMPLETE STEP-BY                                                        nudity
STEP GUIDE TO
EASTERN AND
WESTERN
TECHNIQUES"
3486,179,"THE BOOK OF MEN,      Colum McCann             Picador Publishing       Title 15, Section
EIGHTY WRITERS ON                                                       3006(c)(15)(A) – lacks
HOW TO BE A MAN                                                         serious literary, artistic,
(2013)                                                                  political or scientiﬁc
                                                                        value"
3487,179,"THE BOOK OF THE       David R. Godine          David R. Godine          Title 15, Section
GENTALE TASADAY                                                         3006(c)(17) – frontal
                                                                        nudity"
3488,179,"THE BORDER            Don Winslow              Don Winslow              Title 15, Section
                                                                        3006(c)(15)(C)(5) –
                                                                        conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
3489,179,"THE BOSS MAN’S        Aryanna                  Lock Down                Title 15, Section
DAUGHTER’S                                     Publications             3006(c)(15)(C)(5) –
                                                                        conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
3490,179,"THE BOSS MAN’S        Aryanna                  Lock Down                Title 15, Section
DAUGHTER’S II, FEEL                            Publications             3006(c)(15)(C)(5) –
MY WRATH                                                                conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
3491,179,"THE BOSS MAN’S        Aryanna                  Aryanna                  Title 15, Section
DAUGHTERS III,                                                          3006(c)(15)(C)(5) –
QUEENS OF                                                               conduct which is or
DESTRUCTION                                                             appears to be forceful,
                                                                        threatening or violent"
3492,179,"THE BOSS MAN’S        Aryanna                  Aryanna                  Title 15, Section
DAUGHTERS IV, THE                                                       3006(c)(15)(C)(5) –
KILLING SEASON                                                          conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
3493,179,"THE BOTTOM LINE       Terrence Higgins Trust   Terrence Higgins Trust   Title 15, Section
                                                                        3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
3494,180,"THE BOYS OMNIBUS                                Dynamite              Title 15, Section
VOLUME 2                                        Entertainment         3006(c)(17) – frontal
                                                                      nudity"
3495,180,"THE BOYS OMNIBUS,      Garth Ennis and Darick   Dynamite              Title 15, Section
VOLUME 1               Robertson                Entertainment         3006(c)(17) – frontal
                                                                      nudity"
3496,180,"THE BOYS OMNIBUS,      Garth Ennis and Darick   Dynamite              Title 15, Section
VOLUME 3               Robertson                Entertainment         3006(c)(17) – frontal
                                                                      nudity"
3497,180,"THE BOYS OMNIBUS,      Garth Ennis and Darick   Dynamite              Title 15, Section
VOLUME 4               Robertson                Entertainment         3006(c)(17) – frontal
                                                                      nudity"
3498,180,"THE BOYS, VOLUME 4,                             Dynamite              Title 15, Section
WE GOTTA GO NOW                                 Entertainment         3006(c)(16) – sexually
(2009)                                                                explicit images"
3499,180,"THE BUTCHER,           Philip Carlo             Harper Collins        Title 15, Section
ANATOMY OF A MAFIA                              Publishing            3006(c)(15)(A) – lacks
PSYCHOPATH                                                            serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3500,180,"THE BUTCHER’S WIFE     RJ Law                   Independently         Title 15, Section
(2022)                                          Published             3006(c)(1) – violence
                                                                      or physical harm"
3501,180,"THE BUTTERFLY          Dot Hutchison            Dot Hutchison         Title 15, Section
GARDEN (2016)                                                         3006(c)(1) – violence
                                                                      or physical harm"
3502,180,"THE BUTTERWATERS                                Butterwater, LLC      Title 15, Section
CATALOGS 1 & 2 (V.2)                                                  3006(c)(17) – frontal
                                                                      nudity"
3503,180,"THE BUTTERWATER’S                               Butterwater LLC       Title 15, Section
WHITE PAGES                                                           3006(c)(15)(A) – lacks
CATALOG 3 VOL. 2                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3504,180,"THE BUTTERWATERS,                               Butterwater, LLC      Title 15, Section
WHITE PAGES,                                                          3006(c)(15)(A) – lacks
CATALOG 1                                                             serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3505,180,"THE CANNABIS           Alex Halperin            Alex Halperin         Title 15, Section
DICTIONARY                                                            3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3506,180,"THE CANNABIS           Jorge Cervantes          Jorge Cervantes       Title 15, Section"
3507,180,"ENCYCLOPEDIA                                                          3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3508,180,"THE CANNABIS           Jorge Cervantes          Jorge Cervantes       Title 15, Section
ENCYCLOPEDIA                                                          3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3509,180,"THE CANNABIS GROW      Greg Green                                     Title 15, Section
BIBLE                                                                 3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3510,180,"THE CARTEL             Don Winslow              Penguin Publishing    Title 15, Section
                                                Group                 3006(c)(15)(C)(5) –
                                                                      conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3511,180,"THE CARTEL 1           Ashley and JaQuavis      Ashley and JaQuavis   Title 15, Section
                                                                      3006(c)(15)(C)(5) –
                                                                      conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3512,180,"THE CARTEL 2, TALE     Ashley and JaQuavis      Ashley & JaQuavis     Title 15, Section
OF THE MURDA                                                          3006(c)(15)(C)(5) –
MAMAS                                                                 conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3513,180,"THE CARTEL 3, THE      Ashley & JaQuavis        Urban Books           Title 15, Section
LAST CHAPTER                                                          3006(c)(15)(C)(5) –
                                                                      conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3514,181,"THE CARTEL 4,          Ashley and JaQuavis    Urban Books             Title 15, Section
DIAMONDS ARE                                                          3006(c)(15)(C)(5) –
FOREVER                                                               conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3515,181,"THE CARTEL 5, LA       Ashley and JaQuavis    Urban Books             Title 15, Section
BELLA MAFIA                                                           3006(c)(15)(C)(5) –
                                                                      conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3516,181,"THE CARTEL 6, THE      Ashley & JaQuavis      St. Martin’s Press      Title 15, Section
DEMISE                                                                3006(c)(15)(C)(5) –
                                                                      conduct which is or
                                                                      appears to be forceful,
                                                                      threatening or violent"
3517,181,"THE CARTEL 7,          Ashley & JaQuavis      St. Martins Press       Title 15, Section
ALUMINATI                                                             3006(c)(15)(C)(5) –
ROUNDTABLE OF                                                         conduct which is or
BOSSES                                                                appears to be forceful,
                                                                      threatening or violent"
3518,181,"THE CARTEL DELUXE      Ashley & JaQuavis      Ashley & JaQuavis       Title 15, Section
EDITION, BOOKS 1-3                                                    3006(c)(15)(A) – lacks
                                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3519,181,"THE CARTEL DELUXE      Ashley & JaQuavis      Ashley & JaQuavis       Title 15, Section
EDITION, PART 2,                                                      3006(c)(15)(A) – lacks
BOOKS 4 AND 5                                                         serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3520,181,"THE CHOSEN (2017)      J.R. Ward              Ballantine Books        Title 15, Section
                                                                      3006(c)(15)(A) – lacks
                                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3521,181,"THE CITY OF MIRRORS,   Justin Cronin          Ballantine Books        Title 15, Section
A NOVEL (2017)                                                        3006(c)(1) – violence
                                                                      or physical harm"
3522,181,"THE CLAIMING OF        Anne Rice              Penguin Books           Title 15, Section
SLEEPING BEAUTY                                                       3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3523,181,"THE CLUB (2016)        A.L. Brook             YLVA                    Title 15, Section"
3524,181,"THE COCAINE            King Rio               Lock Down               Title 15, Section
PRINCESS 2 (2022)                             Publications            3006(c)(1) – violence
                                                                      or physical harm"
3525,181,"THE CODE BOOK          Simon Singh            Random House Pub        Title 15, Section
                                                                      3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3526,181,"THE COLDEST WINTER     Sister Souljah         Simon & Schuster, LLC   Title 15, Section
EVER, A NOVEL(2005)                                                   3006(c)(15)(A) – lacks
                                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3527,181,"THE COLOR ATLAS OF     Wolf-Heidegger&Petra   Sterling Publishing     Title 15, Section
HUMAN ANATOMY          Kopf-Maier                                     3006(c)(15)(A) – lacks
                                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3528,181,"THE COME AS YOU        Emily Nagoski          Simon & Schuster        Title 15, Section
ARE WORKBOOK                                                          3006(c)(17) – frontal
                                                                      nudity"
3529,181,"THE COMPLETE AND       Steven P.              Bantam Books            Title 15, Section
AUTHORITATIVE          Shelov/Robert E.                               3006(c)(17) – frontal
GUIDE: CARING FOR      Hannemann                                      nudity
YOUR BABY AND
YOUNG CHILD, BIRTH
TO AGE 5"
3530,181,"THE COMPLETE BOOK      Wong Kiew Kit          Wong Kiew Kit           Title 15, Section
OF SHALON, BY KIEW                                                    3006(d) – presents a
WONG (2006)                                                           serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated"
3531,181,"THE COMPLETE BOOK      Wong Kiew Kit          Wong Kiew Kit           Title 15, Section
OF TAI CHI CHUAN                                                      3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3532,182,"THE COMPLETE GUIDE      Shoco and Makoto     Tuttle Publishing        Title 15, Section
TO DRAWING ACTION       Sawa                                          3006(d) – presents a
MANGA, A STEP-BY-                                                     serious threat to facility
STEP ARTIST’S                                                         security or the safety of
HANDBOOK (2019)                                                       incarcerated"
3533,182,"THE COMPLETE GUIDE                           Steven Rinerlla          Title 15, Section
TO HUNTING,                                                           3006(c)(8) – a
BUTCHERING, AND                                                       description of the
COOKING WILD GAME,                                                    making of any weapon,
SMALL GAME AND                                                        explosive, poison or
FOWL, VOLUME 2                                                        destructive device"
3534,182,"THE COMPLETE GUIDE      Stewart Smith                                 Title 15, Section
TO NAVY SEAL                                                          3006(d) – presents a
FITNESS                                                               serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3535,182,"THE COMPLETE GUIDE      Kevin Dolan          Waterside Productions    CCR, Title 15, 3006(c)
TO SPORTS BETTING                                                     (13) – contains or
(2017)                                                                concerns gambling or a
                                                                      lottery."
3536,182,"THE COMPLETE            Philip Sugden        Constable & Robinson     Title 15, Section
HISTORY OF JACK THE                          Ltd.                     3006(c)(1) – violence
RIPPER (2002)                                                         or physical harm"
3537,182,"THE COMPLETE            Bill Douglas         Penguin Books            Title 15, Section
IDIOT’S GUIDE TO T’AI                                                 3006(d) – presents a
CHI & QIGONG                                                          serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated persons
                                                                      and staff"
3538,182,"THE COMPLETE            Jerry Capeci         Alpha Books              Title 15, Section
IDIOT’S GUIDE TO THE                                                  3006(c)(19) – STG
MAFIA (2002)                                                          members or associates"
3539,182,"THE COMPLETE            Lance Dane           Inner Traditions         Title 15, Section
ILLUSTRATED KAMA                             International Ltd.       3006(c)(16) – sexually
SUTRA (2003)                                                          explicit images"
3540,182,"THE COMPLETE            Graham Sayer         Tuttle                   Title 15, Section
MUSHAHI                                                               3006(c)(17) – frontal"
3541,182,"THE COMPLETE            Quiver Books         Quayside Publishing      Title 15, Section
PHOTO GUIDE TO                                                        3006(c)(17) – frontal
GREAT SEX                                                             nudity"
3542,182,"THE CONCISE ART OF      Robert Greene        Penguin Random           Title 15, Section
SEDUCTION (2003)                             House                    3006(d) – presents a
                                                                      serious threat to facility
                                                                      security or the safety of
                                                                      incarcerated"
3543,182,"THE CONCRETE            Michael Connelly     Orion Publishing Group   Title 15, Section
BLONDE (2014)                                                         3006(c)(1) – violence
                                                                      or physical harm"
3544,182,"THE CONDITIONS OF       Akiko Morishima      Jason DeAngelis          Title 15, Section
PARADISE                                                              3006(c)(15)(A) – lacks
                                                                      serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3545,182,"THE CONFESSIONS OF      Cornnel Clarke       NBM Publishing           Title 15, Section
SISTER JACQUELINE                                                     3006(c)(17) – frontal
                                                                      nudity"
3546,182,"THE CONNECTION                               Ronald Pereira           Title 15, Section
BRIDGE CATALOG,                                                       3006(c)(15)(A) – lacks
ISSUE NUMBER 2                                                        serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3547,182,"THE CONNECTION          Ron Peceira          The Connection Bridge    Title 15, Section
BRIDGE TRIPLE X                                                       3006(c)(15)(A) – lacks
ISSUE                                                                 serious literary, artistic,
                                                                      political or scientiﬁc
                                                                      value"
3548,182,"THE CONTEMPORARY        Charlotte Bonham-    Goodman-Carlton          Title 15, Section
ART BOOK                Carter/David Hodge   Publishing Group         3006(c)(17) – frontal
                                                                      nudity"
3549,182,"THE CORPORATION,        T.J. English         Harper Collins           Title 15, Section
AN EPIC STORY OF                                                      3006(c)(15)(C)(5) –
THE CUBAN                                                             conduct which is or
AMERICAN                                                              appears to be forceful,
UNDERWORLD                                                            threatening or violent"
